VitA_mcg_RAE,VitC_mg,VitD_mcg,VitE_mg,Thiamin_mg,Ribflavin_mg,Niacin_mg,VitB6_mg,Folate_mcg_DFE,VitB12_mcg,Choline_mg,Iron_mg_20,Iron_mg_15,Iron_mg_10,Zinc_mg_R,Zinc_mg_SR,Zinc_mg_SU,Zinc_mg_U,Calcium_mg,Potassium_mg,Magnesium_mg
700,102.5,16.25,15,1.15,1.6,15,1.65,330,2.4,400,8.17,12.25,16.33,8.45,10.5,12.5,14.5,960,3000,366.25
