"Food","Food_group","DQQ_food_group","USDA_FDC_ID","Energy_kcal","Carbohydrates","Fiber","Monounsaturated_FAs_g","Polyunsaturated_FAs_g","Unsaturated_FAs_g","Saturated_FAs_g","VitA_RAE_mcg","VitC_mg","VitD_mcg","VitE_mg","Thiamin_mg","Riboflavin_mg","Niacin_mg","VitB6_mg","Folate_DFE_mcg","VitB12_mcg","Choline_mg","Iron_mg","Zinc_mg","Calcium_mg","Potassium_mg","Magnesium_mg","Sodium","DHA_g","EPA_g","DPA_g","ALA_g","His_g","Ile_g","Leu_g","Lys_g","Met_g_SAA","Cys_g_SAA","Phe_g_AAA","Trp_g_AAA","Tyr_g_AAA","Thr_g","Val_g","EAA_quantity","DIAAS","Phytate_mg","Iron_Abs","Zinc_Abs","DQQ_question","Comments","Food_long","Country","Liquids","Dried_Foods","V_E","V_M","V","M_E","M_M","M","N3_E","N3_M","N3","eaa_E","eaa_M","eaa","EAA","F_E","F_M","F","SUR","CFR","NaKR","NR","EMR","NDS","NVS","NVS_100","NVS_100_Cal","Cal_1000"
"Breadfruit","Starchy staples","White roots, tubers, and plantains","2345402",123,26.26,4.7,0.91,0.82,1.73,0.72,11,23.9,0,0.44,0.1,0.03,0.83,0.1,12,0,9.7,0.53,0.12,17,475,24,123,0,0,0,0.04,0.03,0.05,0.08,0.07,0.02,0.02,0.07,0.02,0.04,0.06,0.08,0.56,49.5833333333333,40.15,0.1,0.44,"Q3","Phytate value for cooked breadfruit missing; used phytate value for raw breadfruit as a proxy","Breadfruit, cooked","Indonesia",0,0,15.8732346429316,16.0262847319363,16.7525087182661,12.8088882069101,13.19456089888,14.2518507527117,1.76134474660294,1.49589260669205,1.68848712204249,4.93298508974154,2.68596730245232,3.77670259343802,28.3343276447309,21.459538039089,11.2715231788079,16.3655306089485,-1.72401761712671,-5.67300701381407,-0.805601667378376,95.3374067218372,0,19.2325673080066,42.4407160814398,544.288648562698,706.86837475675,813.008130081301
"Green banana","Starchy staples","White roots, tubers, and plantains","N/A",133,31.34,1.65,0.59,0.58,1.17,0.2,52.5,15.35,0,0.24,0.06,0.07,0.63,0.21,18.5,0,13.3,0.55,0.19,3,478.5,35.5,118,0,0,0,0.08,0.03,0.05,0.08,0.07,0.02,0.02,0.07,0.02,0.04,0.06,0.08,0.56,49.5833333333333,11.48,0.1,0.44,"Q3","","Green banana, average of boiled and fried","Indonesia",0,0,15.5870270822557,17.0250750157573,17.1279316612939,12.9946338394505,14.4017283712073,15.0361046624535,2.40820156138588,1.99178521338409,2.31427847189784,4.59712543585981,2.68596730245232,3.60871555020177,28.2426023905695,7.64255838271175,4.60596026490066,6.1242593238062,0,-19.5832009049557,0,88.8683822005802,-0.576923076923077,19.9461420576312,39.1817858784916,589.559650793776,765.661884147761,751.87969924812
"Tofu","Pulses, nuts, and seeds","Legumes","N/A",136,4.3,1.67,2.13,5.04,7.17,1.41,0.33,0.13,0,0.02,0.09,0.05,0.25,0.07,30,0,53.93,2.53,1.15,228,138,41.33,12,0,0,0,0.36,0.31,0.54,0.84,0.67,0.14,0.12,0.53,0.16,0.39,0.46,0.55,4.71,73.4166666666667,387.67,0.1,0.26,"Q4","","Tofu, average of firm and soft and of raw and fried","Indonesia",0,0,10.1022230559061,11.3441043104289,11.2452630604468,26.7692966020552,30.6872907066343,31.960957317272,7.19712231242242,5.46303346022841,6.83770435168974,34.4448926157499,16.6794959128065,25.5368321498879,53.2295331980593,7.57477113361901,4.64966887417219,6.1122200038956,-0.39026663148405,-2.54749326203801,0,98.3300983082456,-1.15384615384615,34.7123657776879,52.108223386484,443.308147903422,575.724867407042,735.294117647059
"Tempeh","Pulses, nuts, and seeds","Legumes","N/A",194,7.63,3.85,3.48,3.47,6.94,2.97,0,0,0,0.2,0.07,0.36,2.39,0.21,22.5,0.11,38.75,2.42,1.36,103.5,406.5,79,11.5,0,0,0,0.36,0.47,0.88,1.43,0.91,0.18,0.19,0.89,0.19,0.66,0.8,0.92,7.52,73.4166666666667,431,0.1,0.26,"Q4","","Tempeh, average of raw and cooked","Indonesia",0,0,14.2843787423171,22.8088765151945,19.4888192504176,20.5403141375662,34.2237866677882,30.4450026896729,5.34437440458479,5.46303346022841,5.82310430692151,38.4974831598312,26.1546321525886,32.3030000949343,56.9240352412024,11.6258107462279,9.41390728476821,10.5198590154981,-1.79551876438912,-1.93218983565211,0,97.8810702292919,-12.3076923076923,39.4557298273002,53.9133838810288,428.465036640531,556.448099533157,515.463917525773
"Red beans","Pulses, nuts, and seeds","Legumes","N/A",96,17.43,7.35,0.03,0.2,0.24,0.06,0,12.27,0,0.03,0.21,0.13,1.44,0.1,99.33,0,30.5,1.94,1.09,25,376.33,40,5.67,0,0,0,0.36,0.19,0.3,0.56,0.48,0.09,0.07,0.37,0.08,0.21,0.27,0.36,2.98,54.1666666666667,219,0.1,0.26,"Q4","","Red beans, average of cooked adzuki and kidney beans, and of sprouted and not","Indonesia",0,0,33.5985032899692,26.3326065208096,31.5209023901628,27.3750133064657,21.8519235712428,27.3274051568747,9.7792566092651,5.46303346022841,8.25173027615121,30.9219625413224,10.8460490463215,20.8570497480958,40.163255403386,41.9938948675497,17.0629139072848,29.5284043874172,0,-2.33643203531554,0,98.6719092268072,0,39.4728139093272,57.9501032589375,398.618789284682,517.686739330756,1041.66666666667
"Edamame","Pulses, nuts, and seeds","Legumes","168411",121,8.91,5.2,1.28,2.16,3.44,0.62,15,6.1,0,0.68,0.2,0.16,0.92,0.1,311,0,56.3,2.27,1.37,63,436,64,6,0,0,0,0.36,0.27,0.3,0.75,0.75,0.14,0.12,0.49,0.13,0.34,0.33,0.32,3.93,78,273,0.1,0.26,"Q4","Phytate value for cooked edamame missing; used phytate value for raw edamame as a proxy. Only frozen edamame were available in USDA FDC.","Edamame, frozen, prepared","Indonesia",0,0,30.8953199166139,31.3962639511164,32.7645139577997,29.6950782749219,30.1150591886311,33.2860801151515,7.96536061561528,5.46303346022841,7.25840627962869,32.3325058636505,14.0493869209809,23.164776357015,54.4369477135634,24.0102347983143,12.364238410596,18.1872366044551,-0.290507227221538,-1.65375506415317,0,98.8948290509581,0,47.8371598696094,61.7693033686523,373.972163197864,485.6781340232,826.446280991736
"Mung beans","Pulses, nuts, and seeds","Legumes","174257",105,19.15,7.6,0.05,0.13,0.18,0.12,1,1,0,0.15,0.16,0.06,0.58,0.07,159,0,29.4,1.4,0.84,27,266,48,2,0,0,0,0.36,0.21,0.3,0.54,0.49,0.08,0.06,0.43,0.08,0.21,0.23,0.36,2.99,63.3333333333333,381.95,0.1,0.26,"Q4","","Mung beans, mature seeds, cooked, boiled, without salt","Indonesia",0,0,23.4033057422503,22.4817602664353,24.1207691413454,21.2421525763554,18.6797002317029,22.0883500165377,9.02674889989952,5.46303346022841,7.83964272102244,28.4048968508953,10.8797683923706,19.6149535186079,44.4902750560126,39.7549668874172,17.6092715231788,28.682119205298,0,-2.4903100200032,0,98.5844408440029,0,33.766509993055,54.4817664458512,423.995063063141,550.64293904304,952.380952380952
"Oncom","Pulses, nuts, and seeds","Legumes","IDC090 (from ID FCT)",198,22.6,0.7,1.23,1.99,3.22,0.9,0,0,0,0.2,0.09,0.02,0.3,0.04,3,0,38.75,9.9,0.4,96,290.14,49.56,14.69,0,0,0,0.36,0.25,0.41,0.72,0.57,0.11,0.1,0.47,0.11,0.32,0.37,0.44,3.87,73.4166666666667,409.33,0.1,0.26,"Q4","Phytate value for oncom missing, used average value for tofu and tempeh as a proxy.","Oncom (fermented soybeans)","Indonesia",0,0,4.32004893779406,7.23510741054355,6.0341171640405,28.2389769049424,38.8203497688166,37.3676017554426,5.25660926509823,5.46303346022841,5.77504244482173,19.6426837830172,13.8470708446866,16.7165110028856,48.4134105768886,2.89293598233996,2.52980132450331,2.71136865342163,-0.893617656979232,-33.3741481254733,0,80.5212807966564,-13.0769230769231,33.12538003684,42.538545903014,543.03689770372,705.242724290545,505.050505050505
"Unsweetened soymilk","Pulses, nuts, and seeds","Legumes","172446",54,6.28,0.6,0.4,0.96,1.36,0.21,0,0,0,0.11,0.06,0.07,0.51,0.08,18,0,23.6,0.64,0.12,25,118,25,51,0,0,0,0.36,0.06,0.11,0.19,0.13,0.03,0,0.11,0.04,0.09,0.11,0.12,0.98,91.75,133,0.1,0.3,"Q4","","Soymilk, original and vanilla, unfortified","Indonesia",1,0,19.353025429575,8.5267568076364,19.353025429575,19.1089652112942,8.11173437648361,19.1089652112942,16.6075673053602,5.46303346022841,16.6075673053602,18.2717445380027,4.10217983651226,18.2717445380027,59.2730805595813,6.94922737306843,2.3112582781457,6.94922737306843,-0.133635020666863,0,-1.42264625177715,99.1153678912186,0,35.5449873023858,53.9309730015732,428.325296473442,556.266618796678,1851.85185185185
"Peanuts","Pulses, nuts, and seeds","Nuts and seeds","N/A",584,17.55,8.77,25.53,13.54,39.07,7.56,0,0.27,0,6.72,0.29,0.14,13.42,0.43,152.33,0,57.37,2.56,3.11,70.33,688.33,174,10,0,0,0,0.03,0.64,0.91,1.67,0.91,0.3,0.34,1.34,0.24,1.01,0.77,1.07,9.19,23.9166666666667,1497.5,0.1,0.26,"Q21","","Peanuts, average of raw, dry-roasted and oil-roasted","Indonesia",0,0,15.2051017338426,58.6523537992788,38.8579729180986,10.5213818570322,54.6080287196808,36.2809982628824,1.12026378916801,1.37191945501903,1.26952891943577,15.9054092748943,31.7857629427793,23.819639119436,25.2636260801922,9.04062528349814,20.1662251655629,14.6034252245305,-0.371105532740055,-1.95223754458867,0,98.6793493423638,-87.3076923076923,42.6807960359677,46.5030165121097,496.741969286758,645.119440632154,171.232876712329
"Peanut butter","Pulses, nuts, and seeds","Nuts and seeds","N/A",594,21.94,6.5,24.53,13.23,37.77,8.97,0,0,0,7.7,0.13,0.15,13.4,0.43,89.5,0,62.15,1.82,2.65,47,651.5,164,17,0,0,0,0.03,0.55,0.61,1.54,0.68,0.26,0.23,1.19,0.23,0.82,0.52,0.78,7.41,26.6666666666667,443,0.1,0.26,"Q21","","Peanut butter, average of chunk and smooth style","Indonesia",0,0,13.4598514709338,50.4619210081424,33.6233759344986,8.87557310903598,48.9015007877198,32.141401351313,1.11823914625273,1.37191945501903,1.26842018641073,12.7054008564375,25.783719346049,19.2170454709541,24.252062211985,6.85908756438558,15.205298013245,11.0321927888153,-0.638370761448894,-3.37809162755593,0,97.7169348138163,-89.2307692307692,37.1585912938322,42.1826089815985,547.619043906863,711.193563515406,168.350168350168
"Cashews","Pulses, nuts, and seeds","Nuts and seeds","N/A",569,30.92,3.2,25.68,8.08,33.75,8.47,0,0.27,0,0.91,0.33,0.16,1.4,0.33,39.67,0,61,6.24,5.58,41.67,619,275,13.67,0,0,0,0.04,0.43,0.75,1.37,0.87,0.32,0.35,0.87,0.26,0.49,0.64,1.05,7.4,23,1079,0.1,0.26,"Q21","","Cashew nuts, average of raw, dry-roasted and oil-roasted","Indonesia",0,0,6.09153930096752,29.1143311337136,18.4944539061589,17.4540337012644,71.8219358241297,49.876270786443,1.16457891710397,1.49589260669205,1.36168678684068,13.2259147913128,25.75,19.4605256945987,22.382914208193,4.01120823100828,7.99337748344371,6.00229285722599,-0.720224257554757,-9.90131949926694,0,93.9624290168605,-84.4230769230769,38.0266652436007,41.2551928577058,559.929511896229,727.181184280816,175.746924428822
"Sunflower seeds","Pulses, nuts, and seeds","Nuts and seeds","N/A",586,22.32,10.1,12.03,30.11,42.14,5.58,1,1.3,0,32.53,0.64,0.29,6.5,0.98,232.67,0,55.1,4.44,5.17,78.33,659.33,193.67,5,0,0,0,0.08,0.57,1.04,1.51,0.85,0.45,0.41,1.06,0.32,0.61,0.84,1.2,8.86,45.9166666666667,423,0.1,0.26,"Q21","","Sunflower seeds, average of raw, dry-roasted and oil-roasted","Indonesia",0,0,27.3507733926977,71.6470361741252,52.1031238227335,13.6962780924549,67.4587705133867,45.303936762442,1.31960888679918,1.99178521338409,1.7181443881956,15.3002017326567,30.6730245231608,22.9603734730971,36.8070117746497,10.2284090138553,23.0728476821192,16.6506283479873,0,-2.16883828903923,0,98.7671740171842,-87.6923076923077,58.7673755787936,56.5004566449359,408.846253140336,530.969159922514,170.648464163823
"Carrots","Vegetables","Vitamin A-rich orange vegetables","N/A",38,8.9,2.9,0.01,0.1,0.1,0.03,843.5,4.75,0,0.85,0.07,0.05,0.81,0.15,16.5,0,8.8,0.32,0.22,31.5,277.5,11,63.5,0,0,0,0,0.04,0.07,0.09,0.09,0.02,0.08,0.06,0.01,0.04,0.17,0.06,0.73,57.8333333333333,88.2,0.1,0.35,"Q5","","Carrots, average of raw and cooked (boiled)","Indonesia",0,0,49.835696557999,24.1939316542453,38.9486817885298,29.9253584023378,8.56441432375437,21.2820438661967,1,1,1,19.3140756443898,3.2591961852861,11.2564098964103,36.92315314254,41.8617985360753,7.33774834437086,24.5997734402231,0,-3.06016496657502,-0.698335659569844,97.8635672139514,0,38.0629359237446,55.6416910163065,415.156325734785,539.164059395824,2631.57894736842
"Pumpkin","Vegetables","Vitamin A-rich orange vegetables","N/A",23,5.7,0.8,0.01,0,0.02,0.04,357,6.85,0,0.93,0.04,0.09,0.51,0.05,12.5,0,7.2,0.69,0.28,18,285,10.5,1,0,0,0,0,0.01,0.03,0.04,0.05,0.01,0,0.03,0.01,0.04,0.03,0.03,0.27,57.8333333333333,19.72,0.1,0.44,"Q5","","Pumpkin, average of raw and cooked (boiled)","Indonesia",0,0,63.7510140088037,22.1268024912198,45.1908787602905,51.3388415196519,9.260937248922,33.7306730180341,1,1,1,11.9836648997902,1.70810626702997,6.81414653250153,34.4975628811934,19.6236682983012,2.74834437086093,11.1860063345811,0,-7.26852373970903,0,95.8683757252383,0,47.6645490992295,58.8943288584701,392.227918166993,509.386906710381,4347.82608695652
"Red pepper","Vegetables","Vitamin A-rich orange vegetables","N/A",62,6.43,1.7,0.77,1.99,2.76,0.55,147.33,153.83,0,2.11,0.06,0.07,0.8,0.3,21.33,0,5.83,0.45,0.17,7.67,190,11.33,9,0,0,0,0,0.02,0.02,0.04,0.04,0.01,0.02,0.04,0.01,0.01,0.04,0.03,0.29,57.8333333333333,17.68,0.1,0.44,"Q5","","Peppers, sweet, red, average of raw and cooked (boiled and sauted)","Indonesia",0,0,54.6958326054359,34.2258711375459,46.7945453520827,13.2652098242195,6.12466160590843,10.5281984075698,1,1,1,5.05520820975294,1.77554495912807,3.38246870593435,32.6237783631866,15.6811578722495,4.71523178807947,10.1981948301645,-0.406200291351122,-3.80034364033196,0,97.6088873554826,0,35.0862763888373,51.9349626606411,444.787072457189,577.645548645701,1612.90322580645
"Spinach","Vegetables","Dark green leafy vegetables","N/A",23,3.69,2.3,0.01,0.14,0.15,0.05,496.5,18.95,0,2.06,0.09,0.21,0.61,0.22,170,0,19.5,3.14,0.65,117.5,512,83,74.5,0,0,0,0.14,0.07,0.15,0.23,0.18,0.05,0.04,0.13,0.04,0.11,0.12,0.16,1.28,57.8333333333333,12.01,0.1,0.44,"Q6.1","","Spinach, average of raw and cooked (boiled)","Indonesia",0,0,95.8899512946387,46.4560601941488,74.9410470727933,100,37.026196664427,76.7611512531287,15.2503875396767,2.73562412342216,9.75424448217318,55.0680698580953,5.11376021798365,30.0670959290235,47.1942724149033,54.5430463576159,6.02649006622516,30.2847682119205,0,-1.54054358858689,-0.40159109927083,98.8960384379881,0,93.4605526533441,90.3235511332094,255.747252075287,332.139288409464,4347.82608695652
"Water spinach","Vegetables","Dark green leafy vegetables","N/A",20,3.42,2,0.01,0.1,0.11,0.04,287.5,35.5,0,0.94,0.04,0.09,0.7,0.09,46,0,21.01,1.5,0.17,65.5,298,50.5,117.5,0,0,0,0.12,0.04,0.09,0.13,0.1,0.04,0.03,0.11,0.03,0.07,0.13,0.12,0.89,57.8333333333333,27,0.1,0.44,"Q6.1","","Water spinach, average of raw and cooked (boiled)","Indonesia",0,0,89.3613317169925,34.5003882631598,65.2026308965956,85.8322286515558,19.5593273353807,58.9498530839173,15.0468105748242,2.48767782007614,9.50698174006444,44.1263373117535,3.79870572207084,23.9366143692177,43.8468715179546,54.5430463576159,5.37086092715232,29.9569536423841,0,-1.65016352768693,-1.28763807080798,98.330074602018,0,77.0739773507914,80.2946281169957,287.690478699789,373.623998311414,5000
"Chinese cabbage","Vegetables","Dark green leafy vegetables","N/A",13,1.98,1,0.01,0.09,0.1,0.02,217.5,35.5,0,0.09,0.04,0.07,0.46,0.18,53.5,0,9.25,0.92,0.18,99,311.5,15,49.5,0,0,0,0.12,0.03,0.09,0.09,0.09,0.01,0.02,0.05,0.02,0.03,0.05,0.07,0.53,57.8333333333333,10.93,0.1,0.44,"Q6.1","","Cabbage, chinese (sawi/pak/bok-choi), average of raw and cooked (boiled)","Indonesia",0,0,84.3119499355176,30.5582835148094,60.4654821760613,88.5701967541448,14.9204903066048,57.879604062597,22.6104778074218,2.48767782007614,13.648989986487,40.4659676445037,2.58480926430518,21.4986509376938,42.5156806648711,42.1869587366276,3.18543046357616,22.6861946001019,0,-1.93030337205368,-0.449317152534727,98.6473597285789,0,74.0862874307851,78.0151790810907,296.096224761458,384.540551638257,7692.30769230769
"Chinese broccoli","Vegetables","Dark green leafy vegetables","N/A",24,4.24,2.55,0.05,0.34,0.39,0.11,84,28.9,0,0.49,0.1,0.15,0.45,0.07,101.5,0,25.9,0.58,0.4,102.5,267.5,18.5,7,0,0,0,0.12,0.05,0.1,0.15,0.13,0.04,0.03,0.1,0.03,0.07,0.1,0.12,0.91,57.8333333333333,25.66,0.1,0.44,"Q6.1","","Chinese broccoli, average of raw and cooked (boiled)","Indonesia",0,0,83.6120605740876,30.3711404756802,59.9981507300937,72.9536168129784,14.5632527079912,48.8858421292097,12.7056754790201,2.48767782007614,8.22493156855272,37.6672313868986,3.86614441416894,20.7396918827827,42.101269464646,57.8894867549669,6.5728476821192,32.231167218543,-0.909098903331688,-1.60113396886893,0,98.5731161592789,0,67.8455011451834,75.0791912976776,307.675130761758,399.578091898387,4166.66666666667
"Broccoli","Vegetables","Dark green leafy vegetables","N/A",35,6.91,2.95,0.04,0.14,0.18,0.1,54,77.05,0,1.12,0.07,0.12,0.6,0.19,85.5,0,29.4,0.7,0.43,43.5,304.5,21,37,0,0,0,0.1,0.06,0.09,0.14,0.15,0.04,0.03,0.12,0.03,0.06,0.09,0.13,0.93,57.8333333333333,25.66,0.1,0.44,"Q6.1","","Broccoli, average of raw and cooked (boiled)","Indonesia",0,0,75.4057133006589,34.6277546208739,57.9172408412999,50.3569701374605,12.9117567305044,35.2333747835144,7.68895741658293,2.23973151673011,5.34190108252857,26.5360777767962,3.93358310626703,15.2059496341863,39.079703607914,46.1291390728477,7.44701986754967,26.7880794701987,0,-2.30628515940843,-0.316126220739111,98.5093508799542,0,57.7007226872848,68.1218003517962,339.098495352537,440.387656301996,2857.14285714286
"Sweet potato leaves","Vegetables","Dark green leafy vegetables","N/A",39,8.1,3.6,0.02,0.18,0.2,0.09,168,6.25,0,0.96,0.13,0.31,1.07,0.18,25,0,21,0.8,0.26,55.5,410,59,6.5,0,0,0,0.07,0.1,0.25,0.46,0.18,0.07,0.04,0.27,0.03,0.21,0.23,0.32,2.15,57.8333333333333,280,0.1,0.26,"Q6.2","","Sweet potato leaves, average of raw and cooked (steamed)","Indonesia",0,0,72.8131426078063,28.0849202274073,53.1042688846973,58.5956561395014,20.2356563549144,43.9956002091958,5.20203735144312,1.86781206171108,3.77634610720349,54.5539883569427,8.04734332425068,31.2772589124333,47.8550525863468,50.4243504839531,8.86754966887417,29.6459500764137,0,-2.21044321642043,0,98.743524658102,0,62.4260969012891,71.4027382003795,323.51700484054,420.151954338364,2564.10256410256
"Pumpkin leaves","Vegetables","Dark green leafy vegetables","N/A",20,2.86,2.7,0.04,0.02,0.06,0.16,88.5,6,0,0.96,0.08,0.13,0.89,0.2,30.5,0,21,2.71,0.2,41,437,38,9.5,0,0,0,0.07,0.05,0.15,0.3,0.19,0.05,0.03,0.16,0.04,0.15,0.15,0.17,1.41,57.8333333333333,36.14,0.1,0.44,"Q6.2","","Pumpkin leaves, average of raw and cooked (boiled)","Indonesia",0,0,100,20.7573686395632,63.5671089022757,79.6206964832958,22.715922767492,57.2298275697872,9.19397283531409,1.86781206171108,5.96240601503759,69.6357176732054,5.55211171662125,37.5726519741961,51.2924994126703,73.2831125827815,6.90066225165563,40.0918874172185,0,-0.974984232004644,0,99.4457927545241,0,77.0109244092237,81.7998531499217,282.396594987312,366.748824658846,5000
"Drumstick leaves","Vegetables","Dark green leafy vegetables","N/A",62,9.72,2,0.47,0.02,0.49,0.15,364.5,41.35,0,0.1,0.24,0.58,2.11,1.06,31.5,0,21,3.16,0.55,168,340.5,38,9,0,0,0,0.07,0.15,0.35,0.62,0.42,0.1,0.11,0.38,0.11,0.27,0.32,0.48,3.31,57.8333333333333,128,0.1,0.3,"Q6.2","","Drumstick leaves, average of raw and cooked (boiled)","Indonesia",0,0,75.442447468691,61.2554238785257,71.9653344632833,60.3763135236643,30.3411289522747,50.6878654173653,3.64321704364971,1.86781206171108,2.92270641484043,52.8457346933664,11.9587874659401,32.3792294820654,48.456756912053,18.2719504379406,5.37086092715232,11.8214056825465,0,-4.91846171196571,0,97.2042141525072,0,76.659898353489,77.0164990757897,299.93573165755,389.526924230584,1612.90322580645
"Cassava leaves","Vegetables","Dark green leafy vegetables","IDD076 (from ID FCT)",68,7.1,2.4,0.13,0.06,0.19,0.1,456,103,0,0.67,0.04,0.1,1.8,0.34,12,0,21,1.3,2.6,166,298.13,35.1,7.5,0,0,0,0.07,0.1,0.25,0.46,0.26,0.07,0.06,0.27,0.06,0.21,0.23,0.32,2.29,57.8333333333333,28.54,0.1,0.44,"Q6.2","Used phytate value for boiled cassava leaves as value for styr-fried was missing","Cassava leaves, stir-fried","Indonesia",0,0,52.2349551125558,40.7824309678032,48.9523483226888,58.9168108441232,30.5095729935704,49.9609587774525,3.4099920103865,1.86781206171108,2.79498794424391,33.5070477495201,8.51941416893733,20.9863189425197,42.2359341941492,19.8975457732762,6.24503311258278,13.0712894429295,0,-2.94537799330852,0,98.3257679755491,0,61.4951223261388,68.4869970373998,337.290303258375,438.039354881006,1470.58823529412
"Tree fern","Vegetables","Dark green leafy vegetables","170464",40,10.98,3.7,0.01,0.03,0.04,0.01,10,30,0,0.67,0,0.3,3.5,0.18,15,0,21,0.16,0.31,8,5,5,5,0,0,0,0.07,0.1,0.25,0.46,0.26,0.07,0.06,0.27,0.06,0.21,0.23,0.32,2.29,57.8333333333333,32.01,0.1,0.44,"Q6.2","Used phytate for raw vegetable fern as phytate value for cooked was missing","Tree fern, cooked, without salt","Indonesia",0,0,58.5685774038079,28.0580216965047,45.5853735443457,9.21791777089392,1.76962571656915,5.79742337433893,5.09698641765705,1.86781206171108,3.71881821489207,56.635744989004,8.51941416893733,32.5546077151134,48.5525179463018,50.5273178807947,9.08609271523179,29.8067052980132,0,-2.95495901901676,0,98.3203218629944,0,37.2718413473882,56.3796993796352,409.721943433134,532.106420043031,2500
"Tomatoes","Vegetables","Other vegetables","N/A",19,4,0.93,0.03,0.08,0.11,0.03,24.5,17.23,0,0.49,0.04,0.03,0.7,0.07,16.75,0,7.4,0.49,0.17,11.25,229.25,10.5,13,0,0,0,0.07,0.02,0.02,0.04,0.04,0.01,0.01,0.03,0.01,0.02,0.03,0.03,0.24,57.8333333333333,1.74,0.1,0.44,"Q7.1","","Tomatoes, average of red, yellow and green, and of raw and cooked","Indonesia",0,0,63.4986930978158,12.7865360751522,40.1370411515434,47.8343319621302,6.97828166217525,30.4723169333267,9.62523456348852,1.86781206171108,6.19857315189502,12.8592729213503,1.60694822888283,7.20150345776568,34.7090697434878,27.2079121645173,3.03245033112583,15.1201812478215,0,-4.33854657416469,0,97.533853505207,0,43.943687693865,58.1610990639088,397.172687101685,515.808684547643,5263.15789473684
